u,v
17228,37776
7757,47199
28790,15888
46142,8473
27544,19819
24540,7877
29928,3526
8354,4263
6865,36704
39041,14131
25269,21434
36032,31706
27710,32947
42549,2581
2940,2948
35353,23111
18227,37014
6259,23901
39310,43609
34192,35928
3247,43024
47426,19973
44358,32993
8106,11569
42921,4316
1962,14787
377,28774
33509,6813
16779,2193
41442,31622
37984,33980
47522,5707
45684,21541
46142,14025
19078,26773
17786,13886
12488,38826
96,3005
16584,18438
32215,49343
42416,21012
11560,40859
5049,30678
28923,13260
3991,28023
5122,41719
17053,15846
29831,45505
37338,43898
49804,22349
20709,9771
27962,1958
10345,43553
43061,9899
9657,43690
35959,14117
2078,27949
32840,43876
48780,36792
3238,32318
33472,30209
41365,39814
28724,18371
11347,37233
41684,9145
47178,29878
36912,26848
49336,28191
5955,33752
10297,22676
39833,46797
19074,24378
4639,28256
14276,8756
17828,43223
34510,25967
45040,49673
9996,11608
6418,25930
2215,31133
11813,23081
2972,30478
10503,46302
39148,16365
287,43900
11091,43027
26508,41647
9938,18849
65,47456
46210,47611
35706,37487
31213,47162
9553,45014
24436,24457
13833,13161
32603,6040
43351,36995
25329,22082
46085,26767
19756,39184
34280,23597
44669,19904
44977,15600
367,13709
44127,17390
14019,8861
46877,25666
33160,8791
3066,44579
45762,36709
40259,43001
40364,33010
33894,42018
12470,20702
48995,35644
39028,43122
13110,25681
35602,7950
9728,38672
43208,17374
3695,5591
14614,42500
4438,13619
22798,43275
479,12827
42915,14027
10109,47382
4561,3635
22561,43600
28979,28281
45531,39512
42577,26710
2437,93
14729,38209
33817,27410
27630,39522
40849,47250
14446,46784
204,8264
14729,45806
6902,24686
3216,316
43542,38716
17250,35077
23829,36097
46078,14719
3133,45357
19446,5049
46315,23238
22706,32996
21474,31565
28714,27514
35782,38423
39265,4789
16099,16449
24524,19269
15247,47969
1423,18419
10567,41287
58,9500
46986,11411
36278,22455
1586,34868
36975,44156
30713,43344
34689,48644
43332,17572
20516,41826
40091,6588
39043,30984
15899,41471
11819,2145
15879,3525
9614,28859
40795,38172
26662,43527
57,19459
9555,7808
8614,20246
12711,27759
14341,23272
34162,31718
9794,31057
25558,25474
18443,25992
44121,47201
7477,5849
16039,9539
18861,43297
41690,37779
41267,27600
28891,24997
38190,19220
7407,1679
17085,11009
33908,23338
40667,11286
42867,8665
22588,14482
11755,38161
13909,22295
3801,34616
3070,27223
38620,17150
29307,41660
34107,43684
45907,37640
2715,43159
23975,30353
24877,10059
16997,13346
45669,13603
36258,5823
16026,43092
8008,18582
39728,1528
44164,20169
12781,27982
18437,11606
40041,42789
23739,27687
3007,9669
47336,14674
42085,45176
40785,5994
31671,20238
41497,7650
26329,47773
33266,22525
1614,38273
22744,18392
43426,40518
15782,44405
7785,1947
10600,21761
35767,37023
19823,23125
24633,24420
49563,2018
42585,5179
28598,39999
21311,17414
41173,13583
39431,21835
43679,35090
39131,43058
46269,42793
4938,19710
43570,37468
46501,10373
25042,49056
15059,34178
46822,19233
44093,28015
7464,11331
29146,22781
4507,42111
10593,23800
10710,7772
19083,43465
41702,21825
13102,5400
33995,22565
18531,22264
14617,39136
673,42954
40787,29860
39415,39102
14939,12149
1221,45607
19244,36061
18842,33704
33497,39347
29349,10543
23441,2818
2484,37490
42167,1186
17812,16138
39127,47937
37915,37133
4647,40644
42371,32882
43899,13168
46501,12819
24692,37812
43190,41430
47664,17648
10269,5384
25500,36653
49113,16498
38204,41245
19039,30784
23516,41819
15842,27119
8498,24442
40876,49147
8507,31921
6961,44737
31822,46203
22804,1734
48939,1374
31891,14673
31205,17541
15714,38843
9771,48655
44291,24251
15326,20936
16453,31533
1307,26702
20522,29146
34732,32228
15725,38599
22487,19001
46817,14656
24229,6909
1451,8409
17647,11612
34203,35916
46020,20198
18322,21258
42744,24562
14800,15244
4006,4701
15571,31269
45996,23638
44467,27113
21019,12826
46668,2010
16939,19125
30448,21489
26208,6905
32558,11549
14760,18069
29104,6436
10928,23806
12653,2621
47409,6300
43908,45943
30454,43289
27485,10268
49040,48991
31963,44299
41645,7962
45607,30779
16565,821
6362,36194
17331,9164
9147,26495
39686,34365
24108,22627
20416,3436
41740,39196
47844,18718
4485,26677
34533,25009
41250,8500
49710,21099
46307,4417
19554,30451
29668,4711
25406,5575
26362,41314
29679,15122
23677,19936
19085,3973
38732,45597
14720,33274
1033,1393
12128,31601
17529,15409
28940,48290
20041,20018
37371,13691
5631,22306
46071,5780
45806,2581
33352,2354
33799,48302
47491,38873
48734,33364
38317,5698
11400,4055
30612,30727
47778,40292
17651,8791
15557,2313
18243,188
41079,14357
6941,25564
37672,39919
24808,35056
16998,5044
5988,31621
7452,6871
49519,20984
28767,2502
48705,18450
22158,90
47887,16348
26449,22843
43061,36772
11322,33730
12550,15561
43457,7514
33333,775
29305,3122
10865,12876
30,20017
29152,19799
40059,47563
32405,1888
48811,18541
4890,24995
7036,38330
36689,12736
24707,47886
4707,12257
36423,36188
29771,20585
41295,39859
10440,44588
36254,37366
273,30059
46539,35046
9535,11860
41125,24136
20340,22705
35509,3586
33740,43158
2074,29172
702,30346
11466,4667
7731,11874
17626,29674
16912,10355
2461,40003
34524,7251
21147,39204
24416,32226
32835,22065
32202,24353
44162,7321
35796,41673
26455,14576
48444,14864
3254,41589
23648,8996
15725,32538
12745,24786
13772,21951
39111,27779
1525,29720
31771,34329
28106,48791
31497,35772
4859,27125
40342,18837
47983,41557
9160,7330
18902,22643
25792,14135
1292,10468
41198,30953
32820,48640
2361,10873
17242,35934
41492,17999
30115,35506
43108,8122
30635,44600
38655,49539
13371,33342
28764,26378
42404,46176
3428,11528
9737,38336
7401,44568
30298,1046
18595,1210
42045,1366
26938,20999
33253,48272
20810,46011
20114,9633
48449,5344
47749,35626
30242,21614
16900,10205
27159,14670
4145,37584
13974,44242
12595,32696
23344,44047
9417,13427
3328,41214
615,14447
30818,23622
19605,45217
15546,3773
33767,16390
45030,27838
48544,44395
12857,8057
33695,44791
9455,5833
2042,19380
30886,12056
17291,35990
37172,29508
46888,27611
10795,48066
1630,25634
21929,46861
18797,44684
1220,24822
35289,28779
6705,35329
1231,31463
26265,13368
3448,36132
49143,12352
25971,30736
8768,13304
26158,40118
34162,11287
556,4444
1108,43190
17985,47275
34100,34870
33385,422
5998,47119
23909,45124
4993,23186
6615,41311
39530,7545
19465,5217
6846,15735
35978,13857
17281,40120
43830,21008
34863,47515
14730,4869
40412,41609
28043,41667
2946,30410
18835,7450
36754,31576
31574,36117
7858,1901
24976,1312
29297,535
38912,18152
3173,30634
37427,10602
16908,26989
18409,24435
42843,17475
26753,42033
1006,48426
38884,43727
17909,26892
21080,42560
20037,40457
34024,9170
36890,12022
26901,8039
22992,24431
11867,28126
10500,12962
606,18949
47184,43120
29296,16752
37805,21771
5538,43074
17121,31712
16540,26989
24030,46365
46853,12605
46112,43844
47018,1285
4470,29157
14168,36115
28996,7596
20546,5960
8193,42944
11172,21210
14253,3186
9895,33419
1141,35199
27018,13991
39144,22118
30923,13786
49911,24730
38931,29188
11990,24193
6086,25718
32068,44578
29058,29302
19777,24623
35147,36942
13541,20385
40268,42986
49077,29600
40652,32542
30040,41250
34262,25763
31836,45022
3235,22090
27264,46981
43496,8039
8493,24079
13811,10141
16949,41668
19211,16117
45731,48891
12096,34752
2648,4499
19482,44158
7199,1525
39460,6712
31848,12075
17983,32392
45693,2777
17860,22380
38795,37972
31746,13717
37908,2351
27766,24354
1032,46145
33229,29116
44994,12363
14572,41522
45841,36395
6578,20098
636,39208
893,13568
39326,22756
28434,31501
28410,44101
492,451
3296,18310
7457,32794
11256,18812
13777,11843
36880,26458
8681,5761
8573,8509
30409,6322
32697,2744
31219,40232
22845,49837
13579,19787
40025,29588
12676,13679
38226,45064
21934,5636
32936,6535
22229,33859
6066,36933
6672,15209
18967,26073
19748,32758
44873,31309
31995,1416
35088,27835
36290,37852
7310,10799
6315,44258
31986,48351
7652,25645
41115,4066
15558,37143
4623,3434
9459,3293
10840,35417
47229,22326
34176,43143
4379,8352
29652,11268
48589,8825
15014,35144
20639,19805
7536,26635
41504,26861
49683,18529
7318,38979
29039,38416
24962,31603
22924,1351
41616,14584
1256,38912
22105,29550
4813,21793
42427,30416
8502,11864
42361,12645
1174,47721
8841,15047
42394,32053
13905,9969
17806,38736
3576,549
43992,35570
18265,13452
5097,22370
37677,37351
35163,44206
21400,17368
37594,49543
27578,36528
49584,44561
39300,33578
13201,16169
46613,18954
11494,332
3614,49026
10249,19157
46450,32949
18402,25456
23683,13915
33965,35706
31604,44885
37607,44584
10516,22737
1073,6635
26846,43772
34768,8182
17454,32423
19876,46337
12822,32327
7174,363
26502,33522
12215,42771
2704,21625
43270,2510
27396,33791
20209,44009
49525,37171
36971,16581
47913,1996
12433,28325
11826,35996
32149,37800
21235,2640
23125,10855
30088,35279
6364,48739
10394,20619
47612,5276
23914,24486
46629,18395
27349,1569
1604,16546
29865,43323
5558,40516
40239,49310
2257,4890
675,24993
29466,6827
17710,6231
6340,2909
18976,21066
20972,37411
30472,23634
3861,33984
14783,38029
47067,24456
20548,13383
45089,4216
10680,4159
34936,37842
20849,34936
31053,25103
20176,47163
15500,45596
37418,15998
22454,43858
14444,31920
49668,26508
11957,28148
21458,31585
44526,34067
37447,22615
23789,12745
48115,15471
18695,23143
16745,531
5478,2383
4412,42758
48649,35420
44051,42315
18181,9285
26498,12582
42674,44183
28658,43368
23781,13430
31873,13804
22947,47100
17919,5007
31678,22309
46033,31525
33698,49086
11153,17369
25567,48849
29114,45821
17748,36648
17604,7244
45513,18974
18372,35066
8315,26975
49803,38100
36615,25091
32275,31455
26168,42873
15996,16958
27201,11935
8636,15394
46634,5804
8142,1933
46019,42145
28698,18080
40640,24700
18174,4558
48454,18386
24079,23149
35402,7423
13700,36086
39990,23312
27415,40373
8737,45157
41920,45740
23544,11785
16075,39465
33686,30055
32347,23465
26357,41344
15440,36182
21040,8062
27113,32222
40688,12593
31089,1332
8753,35966
48724,17344
8377,6049
24877,15870
17122,42386
5758,31612
23567,49950
24663,24439
14780,1876
33571,3878
24762,8385
23544,22644
38280,17526
40233,5998
4597,7091
30962,36718
7081,25993
13471,29786
37050,29943
31998,49563
12802,14968
21946,2531
40231,10380
45890,16455
38516,14863
44735,9971
43035,29852
8567,29210
25983,42206
27351,29402
20392,40115
36526,15446
30106,30508
16333,109
18828,3215
28961,36643
2122,14743
15594,17221
31845,21244
22133,36645
13311,3763
14072,25100
33353,24123
37461,20642
17181,28960
31113,7031
5057,20337
23901,9886
12749,30747
18903,39127
48431,30959
44261,47098
30512,18513
40971,10945
4145,17459
32914,12172
19591,31304
7476,16203
11163,28031
34950,7546
37405,4205
27365,9200
2962,43687
34559,4635
31243,35060
15450,47410
16647,31483
7738,24695
40797,17087
24387,15187
45850,28550
7468,21698
43284,14133
5686,9178
31554,12828
44189,1914
49810,13961
18961,24578
1428,48660
6033,48673
17865,1116
45263,31151
30491,7124
39317,9462
8256,17342
2336,7281
25509,29062
2236,31962
41010,25193
43785,23133
39117,8895
7885,22603
16336,47457
38934,31349
6219,14129
33108,21768
8610,619
40196,38835
5694,47847
25338,20599
29613,30246
3275,19469
31617,39965
45978,16178
14360,2117
9615,34758
19769,47326
1423,32024
7538,21011
16985,23860
13169,9605
8249,22473
45554,24043
19041,29029
14458,2060
31314,3364
8813,28502
37574,31863
19508,1840
1747,35909
41547,3559
7577,41
29347,28687
34150,40462
43829,15384
44538,28763
46219,39054
37040,5432
17142,47612
43053,36264
29615,46769
18851,37861
14193,5333
45502,48861
36517,46001
46669,13258
7865,23570
17615,6040
42963,23706
38961,4179
8304,14716
32480,29037
7044,26948
10856,2109
39710,47042
2736,45270
36276,28095
19099,24319
8484,5164
19135,37042
23808,24332
396,30866
46701,49137
35383,26944
21991,35578
7624,46886
32320,3746
11401,251
24087,11482
17195,30610
46928,3285
46608,48564
11501,31590
34603,2936
17272,32327
13871,24509
1021,44099
27643,15128
28538,31885
24245,20189
13753,18217
14668,48519
8324,24400
23414,39194
47510,20638
44629,5998
11766,9305
10059,28123
17354,14042
26523,296
43410,31923
37289,45407
27127,30131
22427,1400
48206,43744
21304,8603
7016,29200
18972,44528
11584,25349
6618,17973
41375,36141
41221,14843
44416,40557
43176,19405
48603,42511
48245,34436
28520,11767
30291,37575
16165,22280
29352,791
30834,22584
17506,39417
35432,9097
25140,47060
21341,32752
40685,16675
21993,31127
34304,44071
10486,31940
45719,4730
16837,35843
18208,25357
32934,24248
16320,10988
39867,26235
39200,1332
39132,33397
7197,43200
16430,41895
9516,30819
41042,42904
22579,5676
31506,6901
8137,23466
45525,20755
45710,30558
49061,5273
35183,3292
12580,10997
4993,43431
21624,21200
46117,39429
24194,14025
15733,49004
22977,91
39562,30161
45259,4668
17389,4285
13267,14698
49058,38604
15033,35749
35473,26257
4185,33598
30417,49008
14464,43614
39941,3851
8855,16760
37539,25424
11360,46673
39684,29806
2554,28220
29881,11663
27257,23953
25335,2173
4170,4474
25592,17661
16971,47526
12614,6980
11804,32993
44886,34719
48147,49914
19177,8549
26024,13700
49392,41621
871,43335
44694,29041
11773,17028
38461,9125
23758,32991
3480,16688
19571,10596
33413,22575
18715,14584
38662,7555
36241,13048
17699,11478
35542,10065
8963,46949
3685,618
15819,44672
39741,35978
11660,14826
12093,21377
37714,39660
10561,564
39201,32140
13595,19890
43198,25190
326,11030
43583,14197
12582,23276
29871,22170
13860,1786
10566,16303
10593,15616
42002,28972
29206,46621
47282,39791
20057,30255
23041,45698
1241,6340
45873,17592
5642,14853
8658,35297
2802,5310
22371,17699
37699,135
30796,22814
22223,29776
33162,9765
22815,11847
40441,23198
47700,3218
42700,36861
48987,34975
5535,46227
11857,10093
2012,29190
47883,40757
534,15999
43592,30914
38932,39228
45993,9508
11202,17209
35131,23546
9042,27496
9371,166
20532,38100
49192,16462
36501,8740
44477,26388
21802,38333
30762,15556
10498,9255
5694,43620
7907,13694
17901,43242
38198,30321
9435,10156
7630,41925
26908,2949
7004,31858
33593,1207
42330,29804
41187,48799
7203,7908
49181,30666
43193,35151
29541,21432
27685,11947
46422,38156
44013,23436
2722,24416
24023,47316
24572,2879
28709,48694
39304,12377
11650,2250
12387,9607
26355,41228
35340,12853
49910,259
17188,40172
46005,46706
3644,25915
39270,43382
6346,45997
14766,1083
976,42441
29865,27844
5905,15517
13249,8591
41477,22638
3882,16769
19728,42403
41224,37522
41035,44088
7492,3526
630,34301
32969,19491
28826,49869
16234,47791
25996,18647
4111,22794
46523,24115
47333,37341
7016,39648
5936,13785
1830,9114
49262,31217
25872,22577
10276,17648
47300,33825
21863,15990
22633,24894
394,30442
46970,14795
4261,40486
18134,7761
21550,16248
11023,31717
625,32851
44185,25892
8710,37010
29158,8144
48777,22707
42212,25402
47684,3061
10575,14163
10652,38920
20501,38415
29927,2420
536,41278
49218,22136
39599,25428
30254,29439
18126,15902
32126,46572
19696,25032
26087,8162
46541,36095
21125,34345
31489,24752
2506,39164
41807,29289
7048,37871
12936,42870
40808,28947
27875,12588
14916,29848
36038,25070
20608,37261
9746,4962
44432,20357
31095,46622
12508,2978
36560,36454
23909,48920
40007,20671
42908,29538
41380,48640
5603,38427
32867,43682
11776,42752
38083,35027
32754,28095
32315,35382
3778,44176
43931,37136
6692,8574
16499,12414
23663,5088
27365,46012
18773,6559
2752,17409
27971,4178
9512,7517
48014,34110
25361,29808
37336,46948
30715,45494
21130,47092
48259,24375
28809,5623
16119,38815
39,345
23540,26980
48552,30336
7861,3707
11017,16625
23588,1706
12181,5431
8088,3018
43824,24357
49574,23461
22886,13104
18368,687
10727,31347
12132,25421
11410,32732
33831,11613
30480,18277
28074,29125
22846,26887
2861,10642
28351,40595
12878,48510
46004,34410
26639,28087
37492,40960
34034,49204
5913,20732
19207,16612
25369,3358
18025,11320
20610,42462
42437,41889
2743,25017
843,49322
1359,24637
31445,10340
12560,30255
39677,33342
32713,47852
8165,34586
28937,20721
24624,35328
35532,16100
47388,19716
4575,15367
35567,25797
41855,30593
9411,13414
6155,26247
17085,38320
34219,14495
49984,31374
1318,7504
35767,43190
3912,43405
38988,8136
37802,27726
17677,36562
34203,35683
1302,21417
32459,40667
22734,42319
16628,9570
49789,12461
33466,34911
6585,11674
32535,27274
35213,39815
9657,37019
19391,21923
10368,7204
16868,46833
13534,36160
20392,28333
39063,25622
43106,9246
20082,16606
37663,3661
15783,25817
42609,14656
10915,29482
46628,16266
17328,14940
45324,22829
48398,29181
36468,14567
31046,18381
18784,48692
25636,37113
13149,40662
18791,39661
3987,38765
27332,31061
23587,21115
16685,46299
6794,22040
10479,2659
1481,15653
17349,46490
37765,9815
41322,1583
34632,37446
29864,11604
16322,21392
39898,8007
49781,32151
14794,28777
13046,44927
28583,45093
2358,12771
23750,34138
17172,16834
6881,20027
25709,22251
13631,31355
6486,46104
36492,36013
25154,11469
5773,44281
20628,26743
34688,38766
33112,25053
6367,22820
2108,31176
20577,10889
44207,26195
1274,32424
14232,23239
4830,39671
23048,43961
5779,4072
25491,17701
27381,30694
14258,37057
41429,37189
12871,24569
28588,33264
35962,4302
25688,7487
27112,43456
19525,45807
31656,47311
18313,15488
45741,15789
9319,34994
17640,29347
7444,41007
14011,44173
42040,31430
27136,2117
46298,4028
34390,7972
40728,32540
22257,3941
28983,12006
48322,44560
32786,8147
25724,33390
21806,42014
39371,24948
20099,4192
11223,46913
30766,47991
8024,20104
6588,25875
33486,13109
26223,37326
39313,9719
19605,15108
2065,18277
23510,47792
7960,17906
45679,5824
3245,9812
16699,18179
47469,30307
45995,6648
22127,14886
25636,15823
32949,15832
36527,33778
6844,40296
23393,26789
36265,47175
40325,29271
6477,16442
25526,27058
36759,3148
38660,46483
20604,2816
4759,19815
2762,47496
17646,25524
19636,11469
3968,26425
13649,17365
38075,15061
16990,292
10346,7264
36660,33151
17086,23249
21724,16371
46503,39273
16056,40979
12248,34712
35751,34321
30246,44851
6626,35339
28152,22728
8377,41889
20003,9188
48873,12450
8824,43895
44407,21239
48785,7425
39426,48831
28888,41657
41200,17517
44358,46687
38752,48144
5215,45261
12863,1930
15032,15235
35054,2346
34989,23240
40916,11571
4640,45498
16732,3945
28497,38268
40482,41084
8670,28601
17995,1054
19693,30596
12719,6786
852,14955
26242,21834
24676,1531
33366,29575
2197,15832
7649,20753
49235,11458
46530,45793
10562,37700
47731,3285
29658,38329
31540,30252
12311,41117
29667,8727
18073,38527
11646,40411
41218,36981
48867,35857
31814,28530
11446,12835
20284,27297
48508,14937
849,39113
5150,41603
35144,17222
45211,20459
20168,11723
29792,29774
41672,30554
6599,24453
35525,24503
26026,4107
27927,14382
40105,35914
13361,41612
17253,30576
46750,43673
11131,16691
10554,6741
48811,7261
42506,27051
34034,4204
29194,5808
10670,36414
11126,14892
32451,43859
26916,44269
22936,9120
47865,2076
7599,4146
10743,15734
37837,15278
48153,740
4887,20167
7934,29668
21229,3211
182,40381
49609,39883
18278,33937
22495,39330
22800,1069
48897,36971
34470,35241
30667,32065
21002,18130
24104,12421
16105,49611
40534,17
8050,25035
22404,5549
13574,38038
10475,35514
16412,45874
10379,11769
38430,32648
15024,32680
26003,40701
44486,32910
26845,36726
15991,9124
6284,13982
18189,27488
2170,8938
48444,28480
41718,10033
23735,13013
28031,46868
46086,9233
41822,1017
12294,25254
31341,46153
19560,23845
40595,1162
44664,30698
19016,13469
45193,26892
15097,13041
45170,48114
7829,28149
16302,40159
47044,2508
21146,40681
34761,3499
17964,48059
38618,33890
25472,25875
11062,40923
28823,44815
2695,9463
26617,9194
24977,27173
5036,16116
45413,48836
19557,48898
40093,48498
49757,27424
199,6922
45352,43331
34250,48414
34538,33493
5089,31212
27197,37442
25514,38833
11050,45347
3068,34412
32242,6400
16653,34723
43130,39336
41108,44909
18190,24902
32060,37167
24981,5899
36452,41522
29618,35228
4741,31266
9955,37739
33421,29805
16457,9003
48283,38249
29596,46477
38147,12267
36909,6739
30194,28584
17632,26391
17777,32209
28392,2250
2205,5986
7746,27898
17793,3397
9793,721
14021,30925
17259,2352
8716,5384
30078,8049
48384,321
16951,42473
8278,48310
35825,31779
27528,11940
45097,42938
18470,33862
14472,40365
44366,33303
21736,15279
31674,32884
10944,24056
43424,34047
34963,15846
15004,23984
43717,25716
23857,18600
28542,49214
47230,45125
8276,43241
24177,10093
21808,17518
11731,49917
9587,36981
44678,26667
4882,1338
6746,45894
12128,34885
9086,6427
14578,46037
23331,3486
6219,29610
4043,4757
14308,15749
48987,49122
7269,17215
30482,12027
27233,36955
11326,28301
8456,15485
6239,41206
37253,20140
18734,14270
47032,16958
13153,1129
30314,31785
42019,47419
26681,12690
6638,28166
5572,16509
7278,19107
46992,45909
19660,12871
15709,47348
20354,45436
7688,23432
48457,15908
22566,20955
32327,15698
34997,40978
18593,21330
33637,26284
26161,25059
18242,18731
45353,9407
29657,6283
27632,30042
10402,41968
44058,8522
13694,30129
2760,39308
35534,12574
42919,40590
49317,33438
46113,34068
623,49693
1324,26783
42199,566
19371,3938
22660,26840
43939,44458
1254,23517
11042,44046
2731,10732
47840,27392
2996,43238
45794,20754
21477,12084
5097,18428
41872,15214
20124,9826
37802,3191
34624,3938
45591,48603
10424,34280
47574,13135
43454,2440
35727,5162
34997,48241
33263,24216
40416,5949
23159,45734
6841,46996
5892,28544
26747,5677
34451,40707
39330,37769
24901,13414
32562,8032
37956,10510
34633,14892
22726,46599
33823,48869
45355,31372
9472,26413
47707,2732
49870,6022
36789,11381
48791,32712
11864,47198
33107,43013
25904,33696
28807,5809
30363,49373
42267,43852
38516,42720
18382,17536
28211,37475
17806,36266
42092,18750
306,38145
40675,1067
16574,42794
48087,47655
15023,23554
15042,27627
12503,9810
31973,22671
1070,44976
48010,20092
29312,4227
29418,23570
36970,9468
48266,10081
5701,3710
38157,8117
22519,23646
21445,40777
22975,11583
23523,44083
41321,23973
47304,48857
8235,36103
5232,15012
31894,9887
45604,33909
27444,7696
9388,34437
22561,6336
43704,23957
711,17353
29510,8119
23230,16864
43651,12848
29861,31170
40487,29768
2049,49205
16229,8978
38330,18992
1834,34437
6966,25406
37517,8400
44460,2295
45139,25855
19477,29367
40709,1269
12221,17130
38092,16339
25159,29369
1261,13224
43012,7942
27406,45696
45660,41013
5432,8710
1035,5868
32316,29831
5496,9950
6259,30573
10008,49180
11886,38210
14752,44955
3904,36480
23419,8433
13301,2533
20882,35618
45760,18158
30070,18369
45332,34905
46909,43441
41228,35801
11565,5872
29055,20611
39165,40907
16596,3865
2871,45985
41496,2524
38122,25505
21197,33379
36319,30455
24231,6264
37579,7781
40127,37483
6487,30951
24017,13297
4363,2937
43521,48057
7497,27956
26243,37303
10040,42519
21777,5177
23540,24648
43001,34231
44373,30181
24733,3428
34938,46563
8338,5273
29988,12803
17896,9338
44527,39560
37031,34608
46280,30250
4597,45397
33206,4011
36859,14725
19643,39811
38668,21559
16258,11473
33987,9737
15052,48998
24615,23111
39815,2975
23601,13453
23389,38461
43485,42311
3761,10567
40399,20710
45572,20991
33805,45837
14176,20388
1649,45079
32810,10688
30322,10709
9315,38968
7842,42160
19649,31259
19473,10939
25398,6786
46503,502
30110,9733
38159,4529
38178,49934
41252,20578
9871,23022
10191,9666
9043,20949
46337,21788
3840,27503
2667,19083
34573,43147
40539,25013
22724,47402
30922,47585
10847,30659
36779,1681
9623,12819
23172,28118
41510,12765
45089,45624
46670,8321
48093,34645
25931,20806
19453,24375
2804,49862
461,28936
10515,49254
24630,19860
34288,21608
7353,38377
38639,48632
35993,14992
18392,37243
9290,8492
21201,49082
46899,3665
22661,41104
29460,44914
47257,9044
41767,19703
48066,10824
9872,44373
46845,36209
12697,41059
30638,46036
45379,22310
6082,38468
27580,5918
13436,30228
27445,20022
27577,10482
25360,16325
37209,16600
3136,16826
16682,49796
24521,40789
32754,4203
34289,18876
38792,37347
47569,31943
24468,36326
23828,26997
33588,16873
8768,23031
33166,4860
45389,3344
12736,1205
26356,35853
1275,4656
7,35533
9094,14932
33658,25510
15082,14396
2616,24258
45547,17306
36826,21945
28273,14862
17635,21876
29229,2054
16862,43589
5812,28922
43186,13032
1015,15825
4074,39537
11177,13468
33915,30348
9846,4979
38799,38358
31750,41204
29688,32403
12130,12388
44576,8515
33224,33696
32591,41745
21270,15615
28712,21402
7364,47956
6611,18840
32888,35768
12567,28797
24966,31903
32449,20296
33678,16117
4172,44652
28405,45226
7443,45267
24521,31938
18867,38880
45654,1654
31501,21480
18083,14466
11942,41863
27042,5176
19446,32512
4430,37556
8876,11304
16445,40745
16343,19673
13638,14415
47369,23366
11129,2901
4935,49199
46498,33786
36794,11251
48097,30853
32724,22965
7710,33037
33336,22052
17793,39663
25510,9105
34075,20437
7345,49966
44394,45998
15391,28394
7106,15321
22997,40602
20908,43619
15173,20689
34818,46699
30179,22446
49127,2875
48934,3605
49192,8804
6095,31286
44686,19830
30018,21366
7725,9593
18942,27111
18624,48299
46245,16368
14156,38391
39216,25816
25390,45656
45470,28513
43583,8262
36779,17992
41338,43788
27262,37126
27351,44123
20309,19440
38345,16229
15344,2805
20608,14741
44649,8890
45245,3075
42462,24758
36194,3480
21110,48701
36945,30870
49780,27298
48843,29547
35414,38924
18834,23022
40214,36281
2195,18376
8549,14416
37884,16061
25054,4739
42200,3963
3702,6993
14632,47300
6139,11853
2427,44265
4568,48116
5170,28660
30315,46198
21890,5961
29959,23505
10134,20778
46790,30714
21567,27317
32140,47850
40054,44551
33356,35514
34224,1088
1031,34591
2179,39160
5159,7696
45678,25563
19624,25953
28420,16250
1398,20215
29906,49077
39923,37418
6841,32622
14654,7587
46357,23689
15519,8276
27645,8062
17895,34972
20172,23003
25906,39617
7242,15345
25596,18754
38367,27720
3897,38534
35549,38700
42350,11102
31082,16337
25301,25559
26098,3034
7383,22810
20488,11241
1499,38404
30730,29878
2431,656
39274,14915
6105,37676
48592,1158
18168,19105
46878,16352
44170,44345
38846,40346
8250,36009
3289,32888
34255,9822
40025,21214
44965,9229
371,20010
4046,25966
39484,20333
10922,11346
31448,49769
22958,29802
4057,23095
29208,3562
16965,45948
23167,43968
47482,12098
7120,35023
12058,5794
23606,12860
10021,24803
16888,45966
15433,18179
39999,12184
46630,19424
8640,38862
4322,24931
7101,32118
11792,40442
34544,13680
41431,19776
7871,44853
7467,18460
41436,29828
27728,20599
41663,16840
4380,23204
9432,20361
13003,33154
43798,20049
16975,21154
40783,22084
4689,17785
35194,6981
7778,23202
49905,7534
21984,29446
35580,40898
8499,19575
28089,48164
20752,17364
20437,33495
17703,40928
44951,24937
26944,23787
20593,48590
3753,34050
15888,32361
6513,20531
4585,44358
9592,25837
1331,20031
39594,48417
10838,47534
9902,18860
13040,14174
16043,25872
31109,39669
9770,3108
25650,42357
45221,10701
8580,8972
49999,2294
28021,32666
35783,40924
31838,40143
15071,20699
28788,12444
18697,22261
42348,34265
41418,19802
7454,37840
41002,19755
33584,14743
4864,31552
44793,7284
44193,14974
39353,15519
38916,5688
37140,22430
2865,27217
41305,33023
40052,42441
41058,14404
39316,37306
37516,21667
48114,3105
41631,30457
11981,42466
16925,1218
48704,38031
3274,31314
4210,15344
3210,3073
40113,8215
18201,49150
8272,7320
18518,26776
38085,17305
28965,19392
6072,4865
32793,16321
2453,33641
21828,14239
13604,12045
29206,46413
19384,35361
16448,17206
36894,41072
37716,1998
20096,32896
25269,5122
17991,24690
13565,36094
45215,17
34118,7043
39497,9448
25534,5451
42389,12104
47586,40556
33383,4035
29707,22948
39612,3037
37089,31687
27340,6571
31437,19823
9096,1343
356,38690
21121,3271
25826,32887
15743,11478
21264,9299
25960,40425
22108,13678
29803,48563
9274,23462
13399,23771
47178,47417
48987,27546
41062,9362
21969,37883
32167,29656
2507,31753
6628,5179
26834,30358
15875,20249
9139,16414
24019,17685
41260,37372
22243,36587
3319,40207
