u,v
4280,4799
462,932
3139,2392
3161,4525
2355,1147
4351,2391
2930,4477
3156,187
3944,2344
4338,2077
1880,3628
434,3323
4612,1730
1815,3860
544,1475
1467,1602
2858,2641
2372,4953
1280,70
60,4142
976,1982
1732,1769
2810,1805
3409,733
3141,4487
1890,4717
4122,2010
1583,1050
1392,3381
1329,1990
801,4868
2610,2153
373,4458
879,1493
1332,3963
4928,1665
4954,1282
4046,4447
4910,3005
1477,4786
2396,905
2161,4238
849,996
861,1110
1106,4121
2923,2373
3044,2098
3355,4091
4981,2662
2861,3697
1553,1786
4402,2817
2006,497
475,1476
943,509
97,1717
4936,391
3225,2308
1746,38
743,60
1481,3654
3705,3161
3022,3500
382,3522
1096,508
1084,3363
4320,3195
4927,3436
1037,1812
2059,370
4256,950
2742,2259
4205,305
3840,668
1850,2011
1455,3401
1601,10
4799,3154
810,889
4924,873
170,1200
738,883
3760,3245
3659,573
3702,1793
316,60
1337,3750
4822,82
2920,1207
2049,1147
4158,2634
3979,1030
283,4265
3370,3026
1830,4367
2317,1701
634,3400
2739,451
214,1581
3994,4391
3240,4653
2574,2633
344,1384
3634,3513
3068,1363
1543,1642
4523,1820
4944,1101
2713,841
3419,130
3249,2371
2151,1942
3328,3107
4650,1135
1794,1152
2015,3607
520,4877
1261,3225
792,2357
2952,4448
3094,1241
619,4819
4829,4437
4564,2501
3742,4213
2586,1925
247,4932
4181,2209
3899,1004
2357,358
413,884
4437,2119
4036,812
1668,316
2193,41
3036,4251
3622,1884
120,3162
727,2141
3524,4454
1860,1346
2368,2308
20,818
317,4352
4665,1416
3307,2351
3041,2693
214,2332
2767,4975
4430,2386
273,3099
4403,4135
4546,3458
3213,2923
2495,4477
625,3017
4185,2637
1603,2649
1878,2355
1493,679
4082,3144
880,3614
289,2822
824,1608
1946,4581
4262,2319
4455,3678
3177,3174
3506,4963
814,2983
4353,1207
2695,1232
3804,4727
3797,1324
1254,4996
2592,4005
1992,4530
148,2753
1609,1128
59,2846
1447,4000
1755,455
1912,1196
2964,3035
2837,2716
151,3308
4528,4118
521,3857
3389,3765
2447,4037
231,2932
3632,3851
83,857
646,3545
3879,4049
3532,4554
3544,3726
933,1819
1445,4336
513,3666
175,820
2694,3036
4356,1294
3299,2670
4699,2645
2218,2686
2345,4888
315,1648
4426,4043
443,1390
2767,4701
813,2908
1622,1405
1666,3332
3240,4941
1129,3076
4944,1089
3492,2933
3345,595
618,3420
4824,3990
1267,1843
3794,62
794,4229
1352,846
1293,1748
4881,452
1047,4791
2737,2557
458,4439
1016,387
2674,1470
2617,3182
506,1796
3072,1316
1843,2050
2847,1473
3578,1377
882,4611
1009,1013
771,4925
3959,3833
3109,1978
212,512
2227,3242
4466,4397
4559,4279
2712,986
4115,3030
2477,3233
4004,3451
1529,583
3971,903
2866,3004
1080,840
184,597
2643,693
3688,121
1269,1385
356,1690
3704,4168
2629,4847
2136,3177
883,1929
436,4181
3149,4717
3232,4783
121,1772
301,4453
3652,2815
36,2736
4259,367
462,1092
1139,380
482,1443
1002,155
3710,3624
2977,1202
1601,1036
376,2790
4434,3666
2416,499
184,2446
374,2010
3170,4915
34,1572
806,4828
2227,1468
3290,3380
1376,3897
3464,4859
2374,2310
3924,3994
461,1691
1422,3233
873,2963
646,3551
1164,465
232,3237
824,1325
2286,2841
4407,4986
1902,1630
1033,1022
71,111
2286,4247
1202,3102
1059,1361
2995,3549
3984,241
212,4953
3205,435
1224,2938
3786,3556
725,3522
3268,4962
2937,313
4472,2392
120,337
4109,2778
345,3062
1527,226
2033,514
4954,1024
4452,3384
1486,4406
2058,4153
1908,4791
1937,1842
783,4511
2717,430
2270,4315
3520,3576
4855,2054
1247,2145
1996,4752
4697,2833
1788,3458
3034,2213
2806,1983
1068,3675
4573,1605
256,3708
4075,4367
3223,3891
4209,4079
576,2505
1437,2205
3433,3522
93,1876
492,1655
852,1688
4593,4662
623,2538
4267,4086
3275,3186
981,3889
3156,2752
3362,2777
3905,4311
1575,2750
4574,375
1571,930
1010,4392
3056,1652
2147,2917
4375,4673
1342,2651
326,2875
3679,2365
3252,2452
1797,3445
4511,3009
1429,4819
179,246
4394,395
4798,3603
3351,3157
3538,3597
1560,1282
4143,2541
3953,185
4151,4161
679,569
2707,3504
3875,2553
3461,18
86,3552
436,677
1655,4140
173,2734
4273,3867
744,2642
355,4717
392,2489
1052,2599
4459,4344
3791,4932
70,3595
3502,606
1700,2659
2847,3536
4415,4235
2417,2573
4193,729
4096,4485
2827,2918
862,3305
4410,1715
2861,1635
2057,552
3189,1550
3443,778
4681,4384
3875,1587
3128,1970
2622,3489
3409,4975
3272,3624
4756,311
1130,2020
30,4761
3324,4458
372,2836
4837,320
3534,1396
1153,830
4505,3335
3117,210
731,1472
4881,2352
2930,2775
1819,1176
4530,3652
1472,4837
1244,491
127,3539
2971,2970
1163,2866
4906,2052
4536,4087
3015,4904
3944,1605
4199,2063
712,3220
1277,4618
4943,2477
1166,4512
4865,4590
2512,4478
4477,4590
2278,795
1810,3844
2563,1484
776,4595
8,185
3169,1644
2855,3373
1499,1192
4933,2897
1770,747
3940,3932
960,4168
4031,74
2243,743
2225,4575
3862,1491
2720,4191
4114,1100
2463,2623
4967,1354
3320,3510
1840,734
2571,705
368,629
4701,1867
3647,279
152,718
2345,1067
1212,825
2575,395
2533,30
1167,1733
1451,1005
1526,2121
2549,1550
851,711
2649,1524
4646,4308
2136,965
3202,2508
2718,2242
4303,2628
264,3257
2620,547
4522,2035
1812,3300
2491,1160
1788,517
3452,3746
2587,1861
790,3758
1467,3180
416,1456
4906,4479
1481,2501
930,2213
27,613
3129,2129
3837,4035
2356,2656
1052,444
1786,3314
840,335
3808,3283
3935,4581
1384,3512
288,742
2608,4381
4599,190
4187,3893
4156,2248
715,4780
476,4066
951,1952
103,1484
4368,4835
1142,815
2347,173
1890,1469
2507,4759
4905,750
1718,3780
4324,1404
2674,4516
1406,872
2028,2323
3053,833
226,2402
3883,2475
551,3436
1097,2185
4022,517
2027,108
1477,111
3446,565
2588,4261
3861,1694
184,299
1617,4524
690,2748
434,3823
1083,3190
1498,3123
663,1119
3818,112
1013,3289
750,4702
1040,3260
4986,408
846,825
789,4887
997,2093
3983,3836
2376,4785
4078,1522
1762,1018
2692,2899
1752,662
3373,1941
165,4902
2637,3659
2338,4645
206,3927
4963,3595
383,3294
4535,4552
1955,28
4974,3142
2839,2892
2703,4379
2912,1970
2749,4537
2102,1751
1735,541
2096,4243
3576,1936
123,1550
4077,7
1476,4033
3645,270
494,2628
74,800
3588,4387
4516,697
925,1889
3319,629
2494,2271
1047,4484
3762,2309
3645,864
3928,748
2283,3883
1756,2663
1625,3402
3194,4770
4139,3231
4909,4199
1896,4641
1659,377
1295,3226
1936,1711
3866,584
1207,3338
2048,4165
2148,1089
4401,884
202,2846
99,4938
1248,1868
2364,131
2247,2474
4617,2736
1664,1971
4564,4715
4817,2986
2079,1026
4910,2730
4822,365
35,600
1594,2156
1198,2619
4680,1137
4491,3253
3905,565
3086,4083
1601,2086
673,862
2627,2025
1253,1729
4091,1624
1796,1679
4856,2753
3241,1973
1367,4957
4818,3281
2763,4940
3467,2505
1515,3414
1834,2746
2266,1071
1230,2744
893,204
1044,3593
211,2588
4846,4424
1699,4354
893,2906
1277,4281
3661,3418
3552,2264
4423,4248
4968,4131
3588,1621
2631,4789
3003,2887
83,1944
3181,1477
165,1655
1809,1508
2462,2745
2092,1806
4020,4642
1164,4685
80,2643
4617,4187
2126,317
4135,14
4806,3707
2196,660
4257,1838
1361,3187
922,512
3264,3152
2163,2758
2768,1711
1938,3478
4382,832
331,2615
2916,3858
110,3233
3163,3056
2220,3719
1610,1449
2938,4177
522,1001
2396,1215
2437,300
1706,3356
4736,2347
1775,3252
2327,3722
3260,4149
843,2763
4803,3430
4904,3780
3958,849
3189,2000
2731,3322
4116,384
3543,1776
4839,1115
1769,1479
4614,2326
72,1730
695,1645
760,3785
4432,4083
2752,2365
3441,3543
2028,1759
454,3578
1916,2349
1249,4461
1844,2774
2078,4854
943,4509
3799,1220
3822,3659
1725,1123
3274,2775
3769,4495
2297,1609
1846,3755
4785,1281
3446,1898
1997,3265
4795,2085
2970,1349
381,4259
2705,279
2514,4396
1147,583
1024,1384
923,1062
4474,1673
4756,4894
4005,3442
2655,4418
4287,2675
576,2615
2475,3023
4980,2131
2529,2207
2358,1480
4872,1266
584,3156
2713,2611
56,4816
4372,549
2943,3803
226,4641
3655,3057
450,2147
4154,2544
4040,823
4700,232
3819,1449
1635,425
942,1323
1371,1283
3863,2707
3,621
4582,4507
3083,4539
3335,1735
3917,4131
3038,4446
3412,1981
4952,2887
3908,2359
3913,702
2276,2191
4846,1171
4897,1526
997,1125
491,3692
3782,4610
1131,2854
788,778
676,101
4573,2714
4836,4935
2394,4361
1448,4049
1365,3058
791,1799
4893,3464
4305,1280
192,4281
4150,2138
1921,331
1012,2145
4608,4239
1128,1224
2056,13
1444,467
2129,944
737,2902
1440,673
4964,3166
1462,3000
4748,2670
4402,2272
4384,3803
1245,4666
2503,19
4609,3349
754,4289
2332,1323
1700,161
1027,2381
2393,462
1309,3629
4192,734
4752,4466
3517,3996
3794,2208
2160,2874
3524,765
2617,2781
2949,4937
2779,850
1154,1638
3426,1191
1791,604
4071,3834
3785,2332
2041,2852
1960,1024
130,376
3699,3137
1053,2746
4277,2909
220,3672
2544,2122
3622,2913
2075,791
2594,3994
4773,3615
4494,4897
2658,3381
4015,2013
1023,3027
2116,210
949,2859
1713,2671
3411,2127
4561,2865
2168,4850
2479,2682
1806,1597
1347,2274
4679,3222
1571,3861
4030,1277
2368,1779
3222,3875
399,1428
493,2671
4291,577
1323,2253
2584,2835
3418,2301
4103,3553
4302,4080
145,2119
4656,3711
2103,3966
3257,3465
2323,219
1086,1902
1029,2612
4866,3993
3119,2245
2102,3966
1485,3181
1499,2243
601,863
713,2019
4742,1674
4999,1362
2366,998
383,769
2482,4727
2568,1769
1496,3544
3679,4132
3472,4230
806,738
2023,2415
1763,4369
840,618
360,3729
1043,2408
2472,4884
3017,2924
1976,4039
2039,4072
3607,1643
35,3885
3259,194
18,1631
82,89
597,3059
1356,84
1500,3073
2255,147
4583,4852
4303,3485
2308,1154
7,3598
1867,1111
1406,309
565,2708
335,221
1136,4545
3436,4706
4894,4481
4745,477
990,4237
4597,3846
1444,3343
1615,4248
3076,868
4437,814
560,4618
1324,2783
4508,1507
1126,845
135,2023
1092,1822
4844,473
714,4904
1886,223
169,3687
4837,3265
4570,2623
1811,2414
4665,670
2094,1056
4061,1224
4633,4856
2793,1101
3920,2429
58,37
400,4318
1815,2365
662,2428
1527,3167
3362,1404
4066,3193
4038,518
4539,884
4019,4391
3251,3999
4073,4087
1651,3154
430,4468
1554,1882
3764,4084
3196,2731
2436,1593
2214,3286
4915,438
1246,2143
2628,3435
4258,3818
2773,3836
842,1902
1359,3571
4722,2708
539,288
1577,778
4929,1944
3407,1242
3755,2332
112,4248
4503,4736
348,3109
2419,293
4895,158
3423,3545
1919,143
901,309
4177,3797
688,2188
1248,2174
4322,4811
2766,4519
4357,3231
958,1912
2457,4422
3510,4427
2096,2673
4471,4392
846,2917
368,4232
3647,395
3378,4259
4789,665
705,1894
874,3629
2055,2391
1016,2637
93,3268
2092,2861
1967,398
4250,3320
707,4966
339,1825
3925,356
3508,1092
1649,2316
3051,140
4141,2479
4954,3501
1488,939
4635,2377
1937,445
4722,3131
158,693
147,2799
3507,4009
2272,3536
3320,919
670,4776
733,506
3402,4985
4149,2214
4536,2932
3872,1930
3824,3547
989,3976
2353,3755
4021,4627
2672,3098
4606,3798
4285,451
3448,2000
572,549
2552,1182
3958,4703
521,4380
1841,1040
1220,2582
4705,2991
3889,1634
1694,2381
1606,2697
1250,1143
4272,3583
1565,2426
2451,155
4334,2005
4633,3573
2047,2426
2899,2380
3028,3391
4002,4565
2188,3793
3903,2642
3502,1027
1712,1353
98,565
4831,2230
698,20
3884,3323
4356,631
4467,1953
665,964
200,1201
3574,2608
845,1118
111,4588
1356,4464
2066,1767
1373,3706
3360,2262
549,2063
4837,3121
3456,2747
3204,4293
1632,3904
4561,2815
634,4138
3495,3672
92,4182
3657,1997
2446,4241
3153,2415
1443,1455
3955,3795
3881,1551
2953,1583
2982,1671
151,4254
4059,3246
1772,2595
2926,1952
122,928
4965,3766
2776,133
1004,3980
4625,3076
2706,1462
961,2052
4223,4333
4830,4396
385,1572
3423,2341
2156,1364
1859,3190
807,2256
2435,1536
1296,4852
2953,4598
1505,3040
8,3330
3773,3461
2984,4672
3762,1546
316,103
2603,2690
1364,2036
1264,4931
4794,1646
3431,4253
975,4762
488,1189
3098,3599
2500,4919
2011,286
4765,3249
1881,2694
3871,1162
4031,3236
1439,3269
4117,4914
3548,4164
3348,4845
775,512
528,2817
1978,945
1694,4878
1229,2281
507,3817
4135,1332
3216,127
3316,1066
1422,1271
1314,3649
4660,86
1246,4733
4724,1870
4883,3438
513,437
3397,24
3826,1984
3476,4135
1375,3212
2790,3130
4700,3141
1418,1981
208,948
794,2106
2569,3521
4967,1001
925,3375
4317,768
4190,4162
1317,2096
2748,2454
523,3857
2664,32
4247,2430
1008,981
2312,2176
465,4045
1401,2734
1152,1240
2975,1540
3225,4882
215,1082
3916,4152
4490,1435
3791,113
1154,869
571,3403
3645,4623
4120,2475
3763,3852
2698,2988
1481,3020
4115,3078
854,4636
4569,1518
4811,3245
672,380
502,1207
463,4288
4995,1295
2501,4373
4689,4476
2240,3929
1231,3155
4188,2539
4424,728
4512,711
1258,3535
4355,3411
664,2845
1291,1046
746,1029
3532,4990
2937,4514
1659,1228
4554,2717
3880,3086
1503,1419
3515,2071
762,2027
3836,203
3477,3590
4249,4634
4578,3786
1281,2730
4635,3494
4660,1483
1478,534
3042,4562
4912,3747
2614,3831
4072,2848
3055,2535
1653,1439
421,2986
1039,4166
2666,4730
4356,1802
549,4346
1557,2526
3516,2431
3298,669
1483,3582
673,1174
3370,4192
3011,1763
1652,3742
1474,1969
4586,160
958,1161
935,2694
3766,1631
1994,4004
4718,2714
447,362
740,409
2912,3258
315,4043
4265,3342
1627,4918
597,2461
1248,1143
2957,4515
4816,2636
4376,3263
631,1805
3487,4613
4161,2599
3864,208
4289,2884
2196,3149
1248,407
249,4713
181,4703
3408,4245
2484,429
1394,934
1968,434
1768,3596
2261,4888
1283,596
3174,4943
3661,2789
3158,4172
325,95
3294,44
2846,680
4856,416
4560,4875
717,929
436,4508
1836,675
4702,2203
2822,3304
3201,2359
2940,4643
1841,1098
4378,59
2827,1015
1725,4826
4444,3823
20,3687
4600,2675
1845,2137
4228,2626
1495,810
4996,2670
225,3052
3960,4359
968,2598
92,1328
4246,943
3276,522
2290,2305
3055,2139
4587,3994
4761,4969
2723,1467
2641,1845
3762,1336
378,1487
491,237
2121,463
4157,3905
2105,1356
2649,1098
1387,2281
2155,3982
2331,1474
2316,492
2553,1560
3647,488
872,4396
4254,4018
4630,822
1178,3161
4763,3427
2228,573
3825,3875
2595,1060
3591,4134
1288,2146
4578,216
658,3077
72,2880
751,515
2141,4914
4959,1218
3048,3966
2237,1040
1118,140
3314,449
1139,412
2748,3305
4189,3625
593,719
2505,3930
4434,421
1918,769
2120,3060
1544,4715
1182,175
1225,1338
655,1927
2056,2092
3832,1136
1404,1303
811,2541
3678,2120
4625,1483
1518,3346
171,526
2486,891
4652,4390
3417,2343
1363,416
4987,1564
2641,4989
4162,888
2419,3402
3075,35
3300,1964
800,23
259,4237
2129,687
3334,788
4188,1331
2520,1850
859,576
4035,2287
4040,814
2007,2185
201,3576
3499,4889
1645,4017
1652,4842
2269,3505
861,1973
4188,3958
1257,782
1082,3155
871,4862
3964,2477
4589,1855
492,697
1148,198
3602,4075
3412,4160
2924,2694
4431,3305
1749,448
1724,3662
3941,1718
446,2434
779,4669
4953,777
879,152
4422,3089
1077,4991
266,1130
1727,4016
1917,1605
3586,3845
4549,4482
1372,727
3774,1948
782,1447
4849,4592
4395,4739
1010,269
719,2193
272,241
2697,3523
4124,4746
1263,4653
32,1398
4959,2280
2173,1258
4861,2416
3784,2118
457,2149
2701,4360
4493,4237
1202,4031
198,1968
3797,4985
2510,3301
1580,1348
4432,3781
1200,1901
2255,370
83,1863
1628,855
4994,4306
3342,2179
1123,1454
995,1691
2424,2083
1713,1110
2152,2703
4552,2378
1737,78
4960,1657
1122,3096
3720,4831
4736,1977
177,1282
4997,1420
3636,3147
4380,3034
3390,4808
3671,2302
447,3895
753,3880
2436,4962
4380,4961
3080,809
1626,2535
1066,4572
2760,4708
150,3190
1304,3786
1270,2530
4247,1789
191,4366
4685,4815
4253,4500
3275,1868
3513,650
4638,639
735,4117
2995,2512
753,488
2179,2492
3607,3570
989,2010
4000,4153
568,1203
3358,131
3948,4036
2562,3617
1750,3656
1311,1987
1300,573
119,4027
4087,2954
4610,951
4133,693
1829,3044
585,2217
2278,2663
451,1187
469,3998
849,3432
935,874
1519,1227
1256,3082
715,2476
4810,4561
2255,3357
4453,2496
3503,2095
3753,3609
3982,1385
4253,1480
3264,2582
757,1888
3023,3298
1700,2449
1990,987
2238,3500
408,3193
3200,3304
3427,4695
140,820
4472,1824
668,2572
1558,20
1526,4253
1248,2471
2223,4268
1521,2021
3458,1287
1206,2561
4389,350
3783,3501
2538,4693
3861,3121
901,4721
1451,2440
127,3792
2269,509
1270,1315
540,1912
1122,480
2641,2314
2951,3481
1263,857
3223,3022
236,2928
3947,4866
479,1106
2370,2028
1297,3569
2629,231
3990,3973
3477,1316
1279,1727
2526,1733
696,4732
1978,1164
3209,396
1627,2894
3482,551
2752,3777
3454,1792
2117,2653
3929,2243
2271,4520
264,221
3415,586
826,890
3406,3790
4558,2049
4518,3911
2231,1344
287,4285
2190,2807
1487,4050
154,1315
3108,2329
3408,135
2846,4772
66,1253
1947,2491
1892,2946
3984,2538
2548,3480
1502,2053
3629,3776
4148,4709
3267,4150
1825,4758
3823,3157
4254,2385
1720,226
2235,1780
3813,751
1181,1983
4497,1138
4839,1282
4983,4638
3250,1893
63,917
2617,4305
1083,2575
3106,4869
1993,3538
1654,3048
3475,3151
4728,3088
1213,1806
866,1493
2521,4964
3215,206
289,2439
3781,2493
1415,1037
3100,4230
1897,1041
4957,2310
2691,3440
939,2545
3512,432
1692,2365
1965,4632
3663,2560
1247,455
4954,3942
767,2560
4999,4191
4560,3823
4044,774
4273,4857
4236,1033
2728,724
2442,582
544,555
2206,2518
4715,1952
4607,4109
851,3460
4319,4373
2799,478
3222,2391
994,2154
3026,3342
2163,2443
1571,1204
4314,2403
3594,1638
2002,767
3783,978
4620,3175
4445,33
3804,2755
3490,3483
2897,2385
4216,904
2226,1260
4123,164
1846,3546
4358,2877
4870,4765
1453,1434
2815,2165
3147,1303
3764,553
4362,4514
4306,494
983,3499
3256,121
2682,2109
41,1020
3400,1549
3010,3638
3486,439
2530,3480
1659,992
4417,4984
4896,1521
1205,4296
2578,3696
4984,4306
597,205
497,4072
682,1284
3479,3252
3540,1279
600,3474
1137,498
1004,4120
542,2703
2086,1455
3662,1917
4243,3688
742,2534
2385,3546
2259,3951
638,1658
4892,3314
2768,1897
951,3974
2920,2415
4682,65
3265,3215
2948,3986
3287,2123
2458,608
1636,1185
1542,2056
1498,1151
3528,3323
4453,451
2142,1062
677,4392
2405,913
320,2600
4362,4639
2827,101
1561,1203
858,4472
3636,2294
4357,4032
4757,2090
2262,1852
4796,4564
2059,3270
790,2807
4249,1038
2451,236
3176,4978
1727,573
3706,4757
4364,1760
2105,626
803,4239
1550,1461
1775,1006
730,4684
1930,0
2051,1457
1955,3999
4191,883
89,4059
3926,815
1764,2103
381,4510
4327,1221
2302,1849
2030,1376
1259,1687
4840,1166
2372,1767
928,102
4258,1314
2492,1694
3544,4202
1409,4667
1125,158
4925,4035
4147,4353
1294,1984
3069,4750
3221,1461
2282,4421
1729,1001
932,501
2663,1724
1861,99
4637,732
4767,3516
2333,4166
926,2951
3853,3358
2158,3591
500,3494
2777,3938
3318,663
4120,1339
1031,1791
2902,2460
2671,3252
944,3744
590,4973
3072,304
909,726
2779,3880
2899,1248
547,4413
402,2320
4151,1076
2242,4838
1740,4517
403,378
1888,3817
1828,804
2007,3015
2960,3614
3039,2433
1017,1634
536,2375
4925,4617
456,3826
3855,4328
37,2648
1997,3677
2741,1957
2050,1078
4718,887
3858,4143
1599,731
1819,4720
3494,6
58,362
2886,3914
2291,810
2615,4845
2764,3274
1763,1126
1782,1008
1298,1920
2836,1196
3001,3830
1122,282
2960,989
4904,123
723,3218
3399,1638
2485,2731
3219,2766
4324,1835
729,393
4024,3918
4990,1604
2945,2837
4735,493
2037,2068
2200,1770
3538,3060
2694,421
3890,4053
2906,1721
4299,537
463,132
3735,1872
2698,2642
4992,270
4927,2642
4414,4367
3028,74
2454,3134
4247,1074
410,1851
3080,1297
2244,4731
2786,2546
501,3569
658,4998
4075,3762
243,3002
1978,1492
2158,2712
1802,4336
1559,2703
2872,4368
223,2475
2654,3986
744,3155
3966,1404
3845,2528
173,2659
2038,4444
1616,758
1657,3288
3310,3220
1034,681
2696,2765
1587,2691
3142,1013
168,3452
3446,4982
1299,350
2195,3574
3361,2758
1269,1772
4163,4759
3874,2658
3081,2265
1290,650
4436,432
902,1950
4147,3215
3023,751
988,1282
4857,2210
856,1901
2649,1596
3151,1939
286,4864
2014,2973
3117,4217
1252,471
3232,211
4298,2555
2475,59
637,589
766,1143
2222,330
722,847
3782,742
1169,2238
2618,2667
388,3221
4462,1652
2211,1378
1094,1503
4596,2297
915,719
3920,2517
639,2543
4593,656
222,1968
4343,4673
4273,1530
44,4850
1730,3875
1357,1268
1103,475
307,225
1306,402
2365,1878
130,3477
443,3752
3800,4669
2472,2356
3524,1283
929,979
4922,3829
2234,2391
419,2589
3763,4468
330,4617
2794,1855
4778,795
1807,858
110,1683
4594,3868
966,3472
1918,1107
85,952
1624,1305
2641,3553
4133,1176
4827,279
3589,1984
2069,2730
1817,3989
1637,1649
1924,1974
4978,918
4048,1073
2765,972
2254,3599
2663,3768
50,3507
3163,2072
2624,2071
3222,2
3783,2973
631,3294
2137,2568
4493,774
770,4476
129,2992
2474,4330
1825,4019
1226,1643
4442,2408
4455,4385
3009,1852
3803,2362
3139,209
1589,4312
1194,4863
2718,2181
4356,768
2589,2899
4210,3126
1001,4130
2821,513
2561,37
1703,2219
2356,283
2599,1028
2744,4455
3615,1650
1208,335
4519,542
1405,112
3150,986
81,4461
1577,1209
4275,4840
4857,3421
1218,2818
4497,3324
3726,4299
806,2448
1129,4009
1328,1356
4175,3334
3164,4868
329,971
1427,1127
1255,3900
2022,3102
4799,1757
1389,1898
3353,4495
4796,1622
368,4582
1435,99
4513,1696
1373,3426
596,4521
544,4477
1416,1020
2615,4620
613,2100
4325,903
427,3895
4275,735
4395,4000
339,839
3031,3491
3550,4101
814,4244
2630,444
2083,386
4508,1208
2580,2203
715,3121
901,1568
4099,2733
360,484
1728,3046
1989,1803
2290,1081
2657,3062
4330,1088
319,2591
662,363
1722,2552
3242,4168
2419,133
1114,623
775,1186
3072,1947
4349,4573
2133,3871
683,4016
4128,1730
2264,4780
827,982
2618,3286
2637,527
2082,1331
4920,3522
1048,1145
209,40
3371,4311
4079,4347
1301,1548
4614,4099
4626,3813
3146,3048
1300,3160
1642,3278
4420,2351
1594,2488
185,2030
257,3558
4226,3600
273,3164
4581,195
4743,617
75,4585
679,3289
2243,1386
3588,736
1789,153
3842,1033
2979,2502
404,2198
870,2214
2207,3861
2808,3255
1099,96
3136,906
912,1051
4434,666
513,2755
1484,1317
413,2025
1415,3345
1046,465
4517,1532
2150,3975
4312,4282
3125,4529
3583,2885
4131,552
4605,2370
3750,576
4388,2089
4151,604
743,1743
2993,596
4207,4569
2889,2281
3465,3693
3034,949
4792,1753
1987,45
3047,1447
4812,1846
4938,1747
3581,529
4645,4411
4636,1716
3038,1796
370,2108
651,2514
2511,1696
664,195
4428,1009
4778,3557
611,224
4981,1767
3925,1666
2781,2037
172,3385
3948,2227
512,3102
1383,2694
1515,4989
4414,214
4062,4351
3648,3066
23,2161
863,827
1433,3712
3254,4354
1381,1809
3664,4226
2896,3872
2654,2139
3718,589
1989,2675
2941,587
3136,2926
2968,400
3871,625
3316,2809
4129,1053
2840,3848
4019,1022
1628,2410
3523,3464
630,2258
2915,4492
3012,686
1864,1255
2512,4193
2867,1817
2834,4154
2474,1848
735,2579
2886,109
94,2004
4897,99
2354,806
4884,4387
3071,66
4778,1806
4160,860
4407,4563
230,1764
446,3561
2628,869
1404,4172
2138,1139
4223,3034
3220,3784
3224,753
2833,2618
3863,3404
3209,4505
4312,695
294,3409
3228,3406
3782,4481
1503,1019
2386,2459
1577,893
3537,1979
579,3507
203,4746
3524,2965
4568,3187
2093,457
2556,1898
1915,3662
3787,2769
765,4741
1713,3703
4302,2607
3743,4869
4676,1174
2956,1198
1384,409
1258,3426
3920,3722
3370,2461
4649,3129
18,4984
2749,3542
2478,2718
2881,4558
89,1667
2882,2429
1132,1007
4301,2355
654,3448
4010,3998
1581,3573
4076,3767
3743,3157
1276,4150
2158,3528
3457,2302
1082,4574
3574,1311
266,1776
2745,88
1597,4603
98,2513
2707,683
3804,1723
3380,639
4696,1157
3899,1126
1926,1144
2154,1552
4621,3226
4719,3292
3254,1096
1158,2533
2936,2634
902,2329
4595,942
523,3196
557,1523
2825,2557
2159,1602
1016,4149
232,2354
3799,3760
3131,4693
3010,2248
2840,159
554,4215
386,2430
1483,1935
67,2545
2681,2521
2482,2584
3655,2174
830,4623
2145,288
592,1993
1602,109
1065,2950
4960,1102
2877,4002
972,3597
2427,3430
681,4681
4472,1858
1943,2821
4911,2871
3856,4453
4294,4815
4272,2324
3804,3619
3441,218
3428,4289
1148,4266
4665,883
3904,3421
1027,4483
1031,2989
773,1285
3636,922
1043,662
1499,858
4048,3781
1583,4928
4578,3839
1197,3383
2611,2526
4225,4837
4817,1802
560,1271
519,3354
109,3352
2764,1493
246,4375
2105,4692
2980,1202
849,2405
2469,2677
2961,1764
1153,2229
605,4684
4527,3312
3669,51
728,1885
667,2959
2155,3173
1053,4279
1122,3334
3585,2172
4646,3920
1527,1837
4785,1051
2993,1230
3013,3643
3319,2124
1861,3812
4854,2498
4968,614
3367,472
4577,142
1100,4183
1960,1324
1162,1916
2908,3324
2298,1362
993,1093
4690,1695
3572,4716
89,454
553,3045
4089,155
1542,1121
1265,523
223,3253
109,2635
1517,4859
2444,489
3827,2786
4224,157
4501,594
847,333
1349,783
2765,3397
2376,2850
4144,952
3455,2237
800,3410
4807,2511
410,1511
3169,3123
2096,1044
2239,4870
2671,4023
4467,4148
1231,3361
2888,511
2485,3797
747,4020
2041,4644
1814,2794
1736,3924
718,3850
1900,818
2392,3270
3755,2523
727,3364
4572,536
4590,1285
4573,360
3416,2566
4865,4224
589,2321
4264,451
3320,3111
1381,1814
685,2538
4225,1614
1394,1688
1205,456
4970,1181
2366,2350
3030,1750
4794,3333
2213,2118
678,4206
2168,1304
1647,594
4655,4516
3690,1512
1394,47
1261,2166
2595,4194
4556,2293
74,4335
646,4963
3367,2039
934,861
4074,1377
4338,1955
3567,3587
2390,4401
387,2623
4287,2870
3978,2725
3629,3240
1252,3651
4312,2401
1830,4603
495,1235
2084,3266
2180,673
4465,4249
3316,1102
2400,3444
211,527
1910,3989
4932,1491
4075,1897
93,3443
1978,4599
206,3169
2274,935
4417,2396
4916,3982
1600,2411
3393,3466
990,1486
4484,4363
3441,713
1531,653
4756,1680
1287,2699
2198,1268
1124,4134
4516,4705
877,2140
2209,2002
4272,4943
510,2892
54,4869
1642,1770
2105,2684
1904,2074
2943,4579
3049,857
103,4630
3914,38
3809,2549
944,164
3402,638
864,2076
4489,3889
222,3793
996,2036
2343,3428
4496,1747
